Requisition_ID,Job_Family,Job_Role,Job_Band,Experience_Required_Years,City,Interview_Panel_Availability,Total_Interview_Rounds,Assessment_Included,Candidate_Source,Notice_Period_Days,Job_Posted_Date,Hire_Date,Time to hire
HT2393,Technology,ML Engineer,Band_5,18,Nagoya,1,1,No,Referral,90,2025-06-15,2025-07-08,23
HT2394,Operations,Supply Chain Lead,Band_3,10,Osaka,1,3,Yes,Naukri,60,2026-01-27,2026-02-16,20
HT2395,Operations,Operations Analyst,Band_3,8,Tokyo,2,2,Yes,Naukri,60,2025-02-22,2025-03-12,18
HT2396,HR,Recruiter,Band_5,14,Tokyo,5,2,No,Referral,90,2025-11-17,2025-12-07,20
HT2397,Sales,Sales Manager,Band_2,5,Beijing,1,3,Yes,Consultant,90,2025-04-21,2025-05-12,21
HT2398,Operations,Supply Chain Lead,Band_1,5,Hyderabad,1,3,No,LinkedIn,30,2024-02-26,2024-03-22,25
HT2399,HR,HR Analyst,Band_6,16,Shenzhen,1,2,No,Other,90,2024-07-05,2024-07-25,20
HT2400,Technology,ML Engineer,Band_3,19,Beijing,3,3,Yes,LinkedIn,90,2025-03-11,2025-03-30,19
HT2401,Technology,ML Engineer,Band_6,18,Beijing,4,2,No,Other,90,2025-05-27,2025-06-18,22
HT2402,Sales,Sales Manager,Band_5,12,Tokyo,5,2,No,Consultant,90,2024-08-10,2024-09-03,24
HT2403,Technology,Data Engineer,Band_5,16,Beijing,5,3,No,Naukri,90,2024-04-19,2024-05-13,24
HT2404,Operations,Operations Analyst,Band_3,7,Hyderabad,1,2,Yes,Other,60,2024-03-27,2024-04-15,19
HT2405,Sales,Sales Manager,Band_5,11,Shanghai,4,2,No,Referral,90,2024-05-06,2024-05-28,22
HT2406,HR,HR Analyst,Band_6,15,Nagoya,3,1,No,Naukri,90,2024-11-30,2024-12-21,21
HT2407,Technology,Data Engineer,Band_6,16,Hyderabad,2,1,No,Other,90,2025-07-07,2025-07-28,21
HT2408,Sales,Sales Manager,Band_1,3,Osaka,1,3,No,LinkedIn,90,2024-01-17,2024-02-05,19
HT2409,Technology,Data Engineer,Band_3,1,Osaka,3,1,Yes,LinkedIn,30,2025-10-12,2025-11-01,20
HT2410,Operations,Supply Chain Lead,Band_5,11,Osaka,3,3,No,Referral,90,2024-11-04,2024-11-25,21
HT2411,Operations,Supply Chain Lead,Band_6,17,Osaka,2,1,No,Referral,90,2024-12-22,2025-01-14,23
HT2412,Operations,Operations Analyst,Band_2,6,Shenzhen,5,3,Yes,Consultant,90,2024-02-09,2024-02-27,18
HT2413,Sales,Account Executive,Band_1,1,Nagoya,2,2,No,LinkedIn,60,2026-01-17,2026-02-07,21
HT2414,Technology,ML Engineer,Band_5,17,Osaka,5,1,No,Consultant,90,2025-01-20,2025-02-12,23
HT2415,Technology,Data Engineer,Band_1,2,Chennai,4,2,No,Referral,30,2024-08-23,2024-09-18,26
HT2416,HR,Recruiter,Band_2,4,Hyderabad,5,2,Yes,Consultant,60,2025-01-13,2025-01-31,18
HT2417,Sales,Sales Manager,Band_2,2,Chennai,2,1,Yes,Referral,90,2025-10-16,2025-11-07,22
HT2418,Technology,Backend Developer,Band_1,4,Beijing,1,2,No,Naukri,90,2024-10-11,2024-10-31,20
HT2419,Operations,Supply Chain Lead,Band_3,20,Osaka,5,1,Yes,Naukri,90,2025-11-29,2025-12-24,25
HT2420,Technology,Backend Developer,Band_5,17,Chennai,3,3,No,Naukri,90,2025-06-02,2025-06-24,22
HT2421,Sales,Sales Manager,Band_6,14,Hyderabad,4,3,No,LinkedIn,90,2025-03-02,2025-03-27,25
HT2422,Operations,Operations Analyst,Band_3,5,Tokyo,5,2,Yes,LinkedIn,60,2024-06-07,2024-06-26,19
HT2423,Operations,Operations Analyst,Band_1,4,Beijing,5,3,No,LinkedIn,30,2025-08-12,2025-09-05,24
HT2424,Sales,Account Executive,Band_2,2,Hyderabad,1,3,Yes,Naukri,60,2024-06-09,2024-06-26,17
HT2425,HR,Recruiter,Band_2,2,Shanghai,3,3,Yes,Other,30,2025-04-07,2025-04-24,17
HT2426,Operations,Supply Chain Lead,Band_5,10,Chennai,4,2,No,Referral,90,2025-04-02,2025-04-29,27
HT2427,Sales,Sales Manager,Band_2,2,Hyderabad,1,1,Yes,LinkedIn,90,2025-05-31,2025-06-23,23
HT2428,Technology,ML Engineer,Band_6,10,Beijing,5,1,No,Naukri,90,2024-07-30,2024-08-19,20
HT2429,Technology,ML Engineer,Band_3,9,Shanghai,2,3,Yes,LinkedIn,30,2025-11-11,2025-11-29,18
HT2430,Sales,Sales Manager,Band_2,5,Osaka,3,1,Yes,Referral,30,2024-03-14,2024-04-03,20
HT2431,Technology,ML Engineer,Band_2,2,Osaka,2,2,Yes,Naukri,60,2025-03-12,2025-04-01,20
HT2432,Operations,Supply Chain Lead,Band_5,15,Nagoya,3,1,No,Consultant,90,2025-10-16,2025-11-03,18
HT2433,Technology,Data Engineer,Band_5,11,Osaka,5,1,No,LinkedIn,90,2024-10-23,2024-11-12,20
HT2434,Operations,Operations Analyst,Band_2,5,Hyderabad,2,1,Yes,Referral,30,2025-06-27,2025-07-20,23
HT2435,HR,HR Analyst,Band_2,5,Beijing,5,1,Yes,LinkedIn,30,2024-07-19,2024-08-09,21
HT2436,Operations,Supply Chain Lead,Band_2,4,Osaka,5,3,Yes,Other,60,2025-02-11,2025-03-03,20
HT2437,Technology,Data Engineer,Band_2,7,Chennai,2,2,Yes,Referral,30,2025-04-17,2025-05-07,20
HT2438,Technology,Backend Developer,Band_5,10,Shanghai,4,2,No,Referral,90,2025-11-17,2025-12-10,23
HT2439,HR,HR Analyst,Band_1,4,Beijing,3,3,No,Referral,30,2025-05-01,2025-05-25,24
HT2440,Operations,Supply Chain Lead,Band_5,15,Osaka,1,2,No,Naukri,90,2024-09-06,2024-09-26,20
HT2441,Technology,Data Engineer,Band_3,4,Bangalore,3,1,Yes,LinkedIn,30,2025-08-24,2025-09-15,22
HT2442,Technology,Backend Developer,Band_2,1,Beijing,1,3,Yes,Other,60,2024-02-01,2024-02-22,21
HT2443,Technology,Backend Developer,Band_6,14,Hyderabad,2,1,No,LinkedIn,90,2024-10-09,2024-10-28,19
HT2444,HR,HR Analyst,Band_6,19,Shenzhen,5,3,No,Other,90,2025-04-04,2025-04-27,23
HT2445,Technology,ML Engineer,Band_1,3,Beijing,5,2,No,LinkedIn,90,2025-09-04,2025-09-24,20
HT2442,HR,HR Analyst,Band_3,6,Chennai,4,2,Yes,Referral,90,2024-07-05,2024-07-22,17
HT2447,Technology,Data Engineer,Band_3,3,Shanghai,1,2,Yes,Referral,60,2025-08-18,2025-09-07,20
HT2448,Sales,Account Executive,Band_6,16,Osaka,4,3,No,Other,90,2025-05-22,2025-06-19,28
HT2449,HR,HR Analyst,Band_1,4,Beijing,5,2,No,Referral,30,2025-05-03,2025-05-19,16
HT2450,HR,Recruiter,Band_2,9,Shenzhen,4,3,Yes,Referral,60,2024-03-17,2024-04-09,23
HT2451,Operations,Operations Analyst,Band_5,13,Chennai,1,2,No,LinkedIn,90,2024-12-26,2025-01-11,16
HT2452,Technology,Data Engineer,Band_1,1,Chennai,2,2,No,Consultant,90,2025-11-19,2025-12-09,20
HT2453,Operations,Supply Chain Lead,Band_3,11,Nagoya,1,3,Yes,Consultant,60,2024-01-13,2024-02-03,21
HT2454,Operations,Operations Analyst,Band_1,3,Shenzhen,3,3,No,Consultant,90,2025-03-07,2025-03-27,20
HT2455,Sales,Sales Manager,Band_5,13,Beijing,4,1,No,Naukri,90,2024-05-29,2024-06-18,20
HT2456,Technology,ML Engineer,Band_6,11,Shanghai,3,2,No,Referral,90,2024-12-12,2025-01-04,23
HT2457,Sales,Account Executive,Band_1,2,Hyderabad,4,3,No,LinkedIn,60,2025-03-19,2025-04-11,23
HT2458,Operations,Supply Chain Lead,Band_6,12,Nagoya,3,2,No,Consultant,90,2024-09-04,2024-09-25,21
HT2459,Technology,ML Engineer,Band_5,19,Shenzhen,2,1,No,Referral,90,2024-08-20,2024-09-12,23
HT2460,Operations,Supply Chain Lead,Band_2,2,Shenzhen,4,2,Yes,LinkedIn,60,2025-03-18,2025-04-11,24
HT2421,Technology,ML Engineer,Band_2,5,Shenzhen,5,2,Yes,Naukri,30,2025-04-30,2025-05-20,20
HT2462,Operations,Supply Chain Lead,Band_1,4,Chennai,5,1,No,Consultant,60,2025-09-05,2025-09-29,24
HT2463,Sales,Sales Manager,Band_1,4,Beijing,5,1,No,Other,30,2025-03-12,2025-04-01,20
HT2464,HR,HR Analyst,Band_1,1,Tokyo,1,1,No,Referral,90,2024-05-05,2024-05-24,19
HT2465,HR,Recruiter,Band_2,6,Hyderabad,2,2,Yes,Naukri,90,2024-12-20,2025-01-10,21
HT2466,HR,HR Analyst,Band_2,4,Beijing,3,1,Yes,LinkedIn,90,2024-07-25,2024-08-17,23
HT2427,Sales,Sales Manager,Band_3,10,Nagoya,3,3,Yes,Naukri,60,2024-04-24,2024-05-18,24
HT2468,Sales,Account Executive,Band_5,18,Nagoya,4,1,No,Consultant,90,2025-01-07,2025-02-01,25
HT2469,HR,HR Analyst,Band_2,5,Chennai,1,3,Yes,LinkedIn,60,2025-06-17,2025-07-06,19
HT2470,Sales,Account Executive,Band_1,4,Bangalore,1,1,No,Naukri,60,2024-01-31,2024-02-23,23
HT2471,Sales,Account Executive,Band_2,4,Shenzhen,1,1,Yes,Consultant,30,2024-06-23,2024-07-16,23
HT2472,Operations,Supply Chain Lead,Band_5,18,Hyderabad,1,3,No,LinkedIn,90,2024-07-29,2024-08-18,20
HT2473,HR,HR Analyst,Band_3,20,Shanghai,3,3,Yes,Consultant,60,2024-04-19,2024-05-11,22
HT2474,Technology,Data Engineer,Band_2,6,Shanghai,1,2,Yes,Consultant,30,2024-08-01,2024-08-23,22
HT2475,Technology,Backend Developer,Band_2,4,Shenzhen,2,3,Yes,Naukri,60,2024-12-30,2025-01-21,22
HT2476,Technology,Data Engineer,Band_6,17,Hyderabad,1,2,No,Consultant,90,2025-07-01,2025-07-26,25
HT2477,Technology,Backend Developer,Band_2,4,Shanghai,1,1,Yes,Other,30,2024-08-09,2024-08-29,20
HT2478,HR,HR Analyst,Band_1,4,Tokyo,1,1,No,Consultant,90,2025-08-27,2025-09-15,19
HT2479,Technology,Backend Developer,Band_1,4,Hyderabad,3,3,No,Naukri,30,2024-08-08,2024-09-01,24
HT2480,HR,HR Analyst,Band_1,4,Hyderabad,3,2,No,LinkedIn,90,2025-02-04,2025-02-25,21
HT2481,Operations,Operations Analyst,Band_5,20,Shanghai,2,3,No,LinkedIn,90,2025-11-07,2025-11-27,20
HT2482,HR,HR Analyst,Band_2,2,Nagoya,3,3,Yes,Consultant,30,2024-11-17,2024-12-07,20
HT2483,HR,Recruiter,Band_3,12,Beijing,1,3,Yes,Naukri,30,2024-07-08,2024-07-30,22
HT2484,Technology,ML Engineer,Band_2,2,Tokyo,1,2,Yes,LinkedIn,60,2025-10-23,2025-11-17,25
HT2485,Technology,Backend Developer,Band_6,10,Shanghai,1,2,No,LinkedIn,90,2025-05-05,2025-05-26,21
HT2486,Operations,Supply Chain Lead,Band_3,18,Hyderabad,4,1,Yes,Referral,60,2025-01-02,2025-01-27,25
HT2487,Operations,Supply Chain Lead,Band_2,2,Chennai,1,3,Yes,LinkedIn,60,2024-05-17,2024-06-05,19
HT2488,Technology,Backend Developer,Band_3,19,Hyderabad,1,2,Yes,LinkedIn,90,2024-06-30,2024-07-25,25
HT2489,Technology,Backend Developer,Band_3,13,Shenzhen,2,1,Yes,Naukri,30,2024-03-13,2024-04-07,25
HT2490,HR,Recruiter,Band_2,9,Shenzhen,4,2,Yes,Referral,60,2024-02-29,2024-03-18,18
HT2491,Operations,Supply Chain Lead,Band_1,5,Bangalore,3,2,No,Other,60,2025-11-11,2025-11-30,19
HT2492,HR,Recruiter,Band_5,11,Beijing,3,2,No,Naukri,90,2024-04-04,2024-04-29,25
HT2493,Operations,Supply Chain Lead,Band_5,16,Nagoya,2,2,No,Other,90,2024-01-19,2024-02-11,23
HT2494,Operations,Operations Analyst,Band_3,14,Beijing,4,2,Yes,Consultant,90,2024-05-31,2024-06-21,21
HT2495,HR,HR Analyst,Band_6,13,Beijing,5,1,No,LinkedIn,90,2025-09-17,2025-10-08,21
HT2496,HR,Recruiter,Band_1,3,Bangalore,4,2,No,LinkedIn,60,2025-06-27,2025-07-21,24
HT2497,Operations,Supply Chain Lead,Band_2,5,Beijing,3,2,Yes,Referral,60,2025-05-07,2025-05-27,20
HT2498,Operations,Operations Analyst,Band_6,12,Beijing,3,3,No,Other,90,2025-09-27,2025-10-23,26
HT2499,Operations,Supply Chain Lead,Band_6,11,Bangalore,3,1,No,Other,90,2024-12-10,2025-01-04,25
HT2500,Sales,Account Executive,Band_6,15,Nagoya,5,3,No,Consultant,90,2025-04-05,2025-04-26,21
HT2501,Operations,Operations Analyst,Band_6,18,Shenzhen,4,3,No,Referral,90,2025-10-22,2025-11-12,21
HT2502,Sales,Sales Manager,Band_2,2,Beijing,4,3,Yes,Other,60,2025-12-09,2025-12-29,20
HT2503,Sales,Sales Manager,Band_2,7,Hyderabad,4,1,Yes,Referral,60,2024-04-18,2024-05-11,23
HT2504,Operations,Operations Analyst,Band_1,2,Shenzhen,4,3,No,LinkedIn,30,2025-02-01,2025-02-23,22
HT2505,Technology,Data Engineer,Band_2,8,Shanghai,2,2,Yes,Other,60,2024-11-11,2024-12-02,21
HT2506,Technology,ML Engineer,Band_1,2,Shenzhen,2,3,No,Referral,90,2024-04-02,2024-04-30,28
HT2507,Operations,Operations Analyst,Band_2,9,Tokyo,1,1,Yes,Naukri,30,2024-03-10,2024-04-02,23
HT2508,Sales,Account Executive,Band_5,19,Shenzhen,3,1,No,Other,90,2024-03-01,2024-03-27,26
HT2509,HR,Recruiter,Band_6,16,Hyderabad,3,1,No,Naukri,90,2024-10-20,2024-11-13,24
HT2510,Sales,Sales Manager,Band_2,6,Hyderabad,2,1,Yes,Consultant,90,2024-05-19,2024-06-08,20
HT2511,Sales,Sales Manager,Band_6,18,Hyderabad,5,3,No,Other,90,2025-10-10,2025-11-03,24
HT2512,Technology,Data Engineer,Band_5,18,Shanghai,1,2,No,Consultant,90,2025-03-22,2025-04-13,22
HT2513,HR,Recruiter,Band_3,3,Beijing,1,2,Yes,LinkedIn,30,2024-07-06,2024-07-28,22
HT2514,HR,HR Analyst,Band_5,12,Hyderabad,5,1,No,Referral,90,2024-03-11,2024-04-04,24
HT2515,Sales,Sales Manager,Band_3,3,Chennai,5,2,Yes,Referral,90,2024-01-31,2024-02-20,20
HT2516,HR,HR Analyst,Band_1,3,Nagoya,1,2,No,Referral,90,2024-08-12,2024-09-03,22
HT2517,Technology,Backend Developer,Band_2,7,Hyderabad,1,1,Yes,LinkedIn,30,2024-01-07,2024-01-28,21
HT2518,Operations,Operations Analyst,Band_2,9,Nagoya,2,3,Yes,Consultant,60,2024-06-09,2024-06-30,21
HT2519,Operations,Supply Chain Lead,Band_2,2,Shenzhen,5,3,Yes,LinkedIn,30,2024-02-24,2024-03-13,18
HT2520,Operations,Supply Chain Lead,Band_1,2,Osaka,4,3,No,Naukri,60,2024-03-25,2024-04-12,18
HT2521,HR,Recruiter,Band_5,15,Shanghai,3,1,No,Naukri,90,2025-03-23,2025-04-13,21
HT2522,HR,Recruiter,Band_1,4,Osaka,5,1,No,Consultant,90,2025-01-31,2025-02-27,27
HT2523,Technology,Data Engineer,Band_3,3,Tokyo,1,3,Yes,Naukri,90,2025-07-29,2025-08-17,19
HT2524,HR,Recruiter,Band_3,5,Shanghai,4,3,Yes,LinkedIn,30,2024-02-17,2024-03-08,20
HT2525,Operations,Operations Analyst,Band_1,2,Osaka,1,2,No,Naukri,30,2024-12-02,2024-12-24,22
HT2526,Technology,Backend Developer,Band_6,13,Hyderabad,1,2,No,Other,90,2025-07-30,2025-08-21,22
HT2527,Operations,Operations Analyst,Band_2,1,Nagoya,1,2,Yes,Referral,30,2025-01-03,2025-01-25,22
HT2528,HR,HR Analyst,Band_3,12,Osaka,4,3,Yes,Referral,60,2024-02-08,2024-02-26,18
HT2529,Operations,Supply Chain Lead,Band_3,2,Shanghai,1,3,Yes,Naukri,60,2025-04-12,2025-05-04,22
HT2530,Sales,Sales Manager,Band_5,12,Bangalore,3,3,No,Consultant,90,2024-04-30,2024-05-22,22
HT2531,Sales,Sales Manager,Band_2,2,Bangalore,4,3,Yes,Consultant,30,2024-10-14,2024-11-07,24
HT2532,Technology,Data Engineer,Band_6,14,Hyderabad,4,3,No,LinkedIn,90,2024-06-18,2024-07-10,22
HT2533,HR,HR Analyst,Band_6,12,Bangalore,3,1,No,Consultant,90,2024-02-18,2024-03-13,24
HT2534,HR,HR Analyst,Band_2,7,Osaka,2,2,Yes,Other,90,2025-12-23,2026-01-13,21
HT2535,Sales,Account Executive,Band_1,1,Chennai,4,3,No,Consultant,60,2025-09-25,2025-10-14,19
HT2536,HR,HR Analyst,Band_5,14,Tokyo,5,2,No,Naukri,90,2024-07-23,2024-08-10,18
HT2537,Technology,Data Engineer,Band_3,1,Osaka,5,3,Yes,Naukri,90,2025-03-16,2025-04-08,23
HT2538,Operations,Operations Analyst,Band_3,8,Nagoya,2,2,Yes,Other,30,2024-10-16,2024-11-08,23
HT2539,Sales,Sales Manager,Band_2,2,Hyderabad,3,2,Yes,Naukri,30,2024-09-26,2024-10-16,20
HT2540,Operations,Operations Analyst,Band_2,1,Osaka,2,1,Yes,LinkedIn,60,2024-11-10,2024-11-30,20
HT2541,Sales,Sales Manager,Band_1,5,Hyderabad,5,2,No,Referral,30,2024-11-23,2024-12-10,17
HT2542,Operations,Operations Analyst,Band_2,1,Chennai,2,1,Yes,LinkedIn,90,2025-09-29,2025-10-21,22
HT2543,Operations,Operations Analyst,Band_3,7,Tokyo,5,1,Yes,Consultant,60,2026-01-22,2026-02-12,21
HT2544,HR,HR Analyst,Band_5,16,Osaka,3,2,No,Naukri,90,2025-04-21,2025-05-11,20
HT2545,Technology,Backend Developer,Band_1,2,Osaka,5,1,No,Other,60,2024-06-01,2024-06-18,17
HT2546,HR,Recruiter,Band_5,17,Shenzhen,5,2,No,Referral,90,2024-10-21,2024-11-11,21
HT2547,Technology,Backend Developer,Band_1,4,Tokyo,2,3,No,LinkedIn,60,2025-07-10,2025-08-01,22
HT2548,Sales,Account Executive,Band_3,8,Nagoya,3,1,Yes,Other,60,2024-06-08,2024-06-29,21
HT2549,HR,HR Analyst,Band_3,17,Shanghai,2,2,Yes,LinkedIn,60,2024-01-06,2024-01-27,21
HT2550,HR,Recruiter,Band_2,1,Shenzhen,5,1,Yes,Other,60,2026-01-21,2026-02-13,23
HT2551,Sales,Account Executive,Band_1,2,Tokyo,4,2,No,LinkedIn,90,2025-07-31,2025-08-21,21
HT2552,Sales,Account Executive,Band_1,2,Nagoya,4,1,No,LinkedIn,90,2025-07-30,2025-08-22,23
HT2553,HR,HR Analyst,Band_2,5,Beijing,1,2,Yes,Other,30,2025-05-13,2025-06-02,20
HT2554,HR,HR Analyst,Band_2,1,Shenzhen,5,1,Yes,Other,60,2025-10-08,2025-10-31,23
HT2555,Operations,Operations Analyst,Band_5,12,Nagoya,4,2,No,Other,90,2025-07-13,2025-08-05,23
HT2556,HR,HR Analyst,Band_2,1,Nagoya,4,2,Yes,LinkedIn,60,2024-03-02,2024-03-21,19
HT2557,HR,Recruiter,Band_2,7,Chennai,2,2,Yes,LinkedIn,60,2025-10-17,2025-11-11,25
HT2558,HR,Recruiter,Band_1,3,Tokyo,3,1,No,LinkedIn,90,2024-10-21,2024-11-12,22
HT2559,Operations,Supply Chain Lead,Band_2,7,Beijing,4,1,Yes,LinkedIn,60,2024-10-03,2024-10-30,27
HT2520,HR,Recruiter,Band_2,5,Osaka,3,2,Yes,Consultant,60,2024-05-18,2024-06-09,22
HT2561,HR,Recruiter,Band_2,2,Osaka,3,1,Yes,Referral,60,2024-04-29,2024-05-26,27
HT2562,HR,Recruiter,Band_2,5,Beijing,1,2,Yes,LinkedIn,30,2024-06-27,2024-07-18,21
HT2563,Operations,Supply Chain Lead,Band_1,1,Osaka,2,3,No,Other,90,2024-08-21,2024-09-11,21
HT2524,Sales,Account Executive,Band_3,19,Beijing,2,2,Yes,Consultant,60,2025-10-24,2025-11-20,27
HT2565,HR,Recruiter,Band_6,10,Tokyo,2,3,No,Referral,90,2025-07-21,2025-08-12,22
HT2566,HR,HR Analyst,Band_1,2,Shenzhen,1,3,No,LinkedIn,30,2026-01-17,2026-02-05,19
HT2527,Technology,ML Engineer,Band_1,2,Shanghai,4,3,No,Referral,90,2025-03-12,2025-04-08,27
HT2568,Sales,Sales Manager,Band_6,15,Chennai,1,2,No,Naukri,90,2024-11-01,2024-11-22,21
HT2569,Technology,Backend Developer,Band_2,5,Beijing,1,1,Yes,Referral,30,2025-01-17,2025-02-10,24
HT2570,Sales,Sales Manager,Band_1,3,Shanghai,4,2,No,Naukri,90,2024-01-23,2024-02-12,20
HT2571,Operations,Operations Analyst,Band_3,14,Bangalore,5,2,Yes,Naukri,90,2024-07-16,2024-08-08,23
HT2572,Operations,Supply Chain Lead,Band_5,19,Bangalore,5,3,No,Naukri,90,2025-10-16,2025-11-12,27
HT2573,Technology,Data Engineer,Band_2,3,Tokyo,3,3,Yes,Referral,60,2024-10-07,2024-10-27,20
HT2574,Sales,Account Executive,Band_5,10,Shanghai,2,2,No,Consultant,90,2025-12-20,2026-01-13,24
HT2575,HR,HR Analyst,Band_6,13,Shanghai,4,3,No,Referral,90,2025-06-06,2025-06-24,18
HT2576,Sales,Account Executive,Band_5,15,Bangalore,3,3,No,Consultant,90,2025-08-06,2025-08-25,19
HT2577,Sales,Sales Manager,Band_5,19,Shenzhen,3,1,No,Referral,90,2025-08-29,2025-09-17,19
HT2578,HR,Recruiter,Band_1,5,Beijing,2,1,No,Naukri,30,2025-10-28,2025-11-15,18
HT2579,Operations,Operations Analyst,Band_3,7,Osaka,1,3,Yes,LinkedIn,30,2025-04-05,2025-04-26,21
HT2580,Sales,Sales Manager,Band_3,9,Shanghai,4,1,Yes,Consultant,30,2025-10-14,2025-11-01,18
HT2581,Operations,Operations Analyst,Band_2,5,Osaka,4,1,Yes,Referral,60,2024-01-26,2024-02-17,22
HT2582,Sales,Sales Manager,Band_3,16,Hyderabad,2,2,Yes,Other,90,2025-04-08,2025-04-29,21
HT2583,HR,Recruiter,Band_2,5,Beijing,3,1,Yes,Other,60,2025-12-18,2026-01-12,25
HT2584,Operations,Supply Chain Lead,Band_6,11,Nagoya,3,3,No,Other,90,2025-08-05,2025-08-25,20
HT2585,Sales,Sales Manager,Band_3,8,Shenzhen,4,3,Yes,Naukri,30,2025-04-02,2025-04-27,25
HT2586,Sales,Sales Manager,Band_2,5,Hyderabad,1,1,Yes,LinkedIn,60,2024-12-03,2024-12-26,23
HT2587,HR,Recruiter,Band_3,1,Beijing,3,1,Yes,Other,30,2025-11-09,2025-12-07,28
HT2588,HR,HR Analyst,Band_1,2,Shenzhen,2,3,No,Consultant,30,2025-09-20,2025-10-10,20
HT2589,HR,HR Analyst,Band_2,2,Bangalore,5,2,Yes,Naukri,30,2025-02-08,2025-03-03,23
HT2590,HR,Recruiter,Band_2,3,Shenzhen,5,2,Yes,Referral,60,2025-09-09,2025-09-28,19
HT2591,HR,HR Analyst,Band_6,15,Nagoya,3,2,No,Naukri,90,2024-09-26,2024-10-16,20
HT2592,Operations,Operations Analyst,Band_6,13,Hyderabad,5,2,No,Consultant,90,2025-03-31,2025-04-22,22
HT2593,Technology,Backend Developer,Band_3,3,Shanghai,4,1,Yes,LinkedIn,60,2025-08-15,2025-09-05,21
HT2594,Technology,ML Engineer,Band_3,12,Shenzhen,3,2,Yes,Referral,90,2024-08-28,2024-09-13,16
HT2595,HR,Recruiter,Band_6,13,Shanghai,5,2,No,Other,90,2025-04-13,2025-05-05,22
HT2596,Sales,Account Executive,Band_2,4,Hyderabad,3,1,Yes,Consultant,60,2024-02-25,2024-03-18,22
HT2597,Technology,Backend Developer,Band_2,3,Nagoya,1,3,Yes,Consultant,30,2024-10-30,2024-11-22,23
HT2598,Operations,Operations Analyst,Band_2,8,Tokyo,5,1,Yes,Referral,30,2024-04-24,2024-05-15,21
HT2599,Technology,Backend Developer,Band_6,14,Tokyo,5,3,No,Consultant,90,2025-08-10,2025-09-04,25
HT2600,HR,Recruiter,Band_5,17,Bangalore,4,3,No,Other,90,2025-03-06,2025-03-27,21
HT2601,Operations,Operations Analyst,Band_2,2,Nagoya,2,3,Yes,Naukri,30,2024-12-22,2025-01-17,26
HT2602,Technology,ML Engineer,Band_6,11,Osaka,4,2,No,Naukri,90,2025-03-26,2025-04-15,20
HT2603,Technology,Backend Developer,Band_2,5,Tokyo,3,3,Yes,LinkedIn,60,2025-04-01,2025-04-22,21
HT2604,HR,HR Analyst,Band_2,7,Chennai,2,2,Yes,Other,30,2024-11-29,2024-12-25,26
HT2605,Sales,Account Executive,Band_6,18,Chennai,4,3,No,LinkedIn,90,2025-09-17,2025-10-10,23
HT2606,HR,Recruiter,Band_3,4,Hyderabad,5,3,Yes,LinkedIn,30,2025-09-04,2025-09-26,22
HT2207,Sales,Sales Manager,Band_5,14,Tokyo,4,3,No,Consultant,90,2025-09-02,2025-09-23,21
HT2608,Technology,Data Engineer,Band_2,4,Hyderabad,5,3,Yes,Referral,60,2025-04-22,2025-05-13,21
HT2609,Operations,Operations Analyst,Band_3,11,Nagoya,1,1,Yes,LinkedIn,60,2025-09-30,2025-10-27,27
HT2610,Technology,Backend Developer,Band_1,4,Nagoya,5,2,No,Consultant,90,2025-02-12,2025-04-18,65
HT2611,Operations,Operations Analyst,Band_5,20,Beijing,4,1,No,Naukri,90,2024-10-03,2024-10-24,21
HT2612,Sales,Account Executive,Band_2,6,Osaka,3,3,Yes,Referral,60,2025-05-12,2025-06-04,23
HT2613,Sales,Sales Manager,Band_3,4,Bangalore,5,2,Yes,LinkedIn,60,2025-07-05,2025-07-26,21
HT2614,Technology,Data Engineer,Band_5,11,Shanghai,4,2,No,Naukri,90,2025-07-12,2025-07-30,18
HT2215,Sales,Account Executive,Band_2,5,Tokyo,3,2,Yes,Naukri,30,2024-10-12,2024-10-30,18
HT2212,HR,HR Analyst,Band_2,3,Osaka,5,2,Yes,LinkedIn,90,2025-01-17,2025-02-05,19
HT2617,Sales,Sales Manager,Band_2,7,Chennai,2,3,Yes,Referral,90,2025-01-09,2025-02-04,26
HT2618,Sales,Sales Manager,Band_1,4,Tokyo,1,2,No,Consultant,30,2025-02-20,2025-04-18,57
HT2619,Technology,Data Engineer,Band_1,2,Bangalore,3,2,No,Other,90,2025-01-13,2025-02-05,23
HT2620,Sales,Sales Manager,Band_1,1,Chennai,5,3,No,Other,30,2024-08-30,2024-09-25,26
HT2221,Sales,Account Executive,Band_6,12,Nagoya,3,2,No,Referral,90,2024-08-16,2024-09-10,25
HT2622,Sales,Sales Manager,Band_2,2,Hyderabad,5,3,Yes,Consultant,30,2024-06-07,2024-06-29,22
HT2623,Sales,Account Executive,Band_2,7,Nagoya,4,3,Yes,Other,60,2024-03-17,2024-04-10,24
HT2624,Sales,Account Executive,Band_1,2,Hyderabad,1,1,No,Naukri,90,2025-01-25,2025-02-19,25
HT2625,Sales,Account Executive,Band_3,2,Hyderabad,2,2,Yes,Naukri,30,2025-01-20,2025-02-14,25
HT2626,HR,HR Analyst,Band_5,16,Nagoya,4,3,No,LinkedIn,90,2024-03-11,2024-03-28,17
HT2627,Operations,Supply Chain Lead,Band_3,16,Shenzhen,2,1,Yes,Other,30,2024-08-02,2024-08-19,17
HT2628,Technology,Backend Developer,Band_2,3,Osaka,5,1,Yes,Other,30,2025-06-08,2025-06-29,21
